1girl,1女孩
sword_over_shoulder,靠在肩上的剑
love_letter,情书
fallen_down,倒地的
simplified_chinese_text,简体字
dinosaur,恐龙
blueberry,蓝莓
rotational_symmetry,对称旋转|《少女革命》女同转圈圈
stationary_restraints,用装置强行固定人体
air_conditioner,空调
truth,真相吐槽
raimon,雷门高中
mascot,吉祥物
ribbon_in_mouth,嘴里叼着丝带
sweatshirt,长袖运动卫衣
spiked_shell,带刺的龟壳
hooded_sweater,连帽毛衣
centaur,人马|马娘
tail_censor,尾巴遮住三点|用尾巴打码
candlestand,烛台
caution_tape,警示带
holding_needle,拿着缝衣针
caressing_testicles,爱抚睾丸
clothed_female_nude_female,穿着衣服的女性和裸女
age_progression,年龄段展现
playstation_portable,掌机
petting,抚摸
white-framed_eyewear,白框眼镜
boned_meat,带骨肉
title,标题
tan_background,棕褐色背景
cotton_candy,棉花糖
presenting_armpit,展示腋下
sanshoku_dango,三花团子
kiyosumi_school_uniform,清澄高中校服
bendy_straw,弯折的吸管
heart_tail,心形尾巴|心形尾尖|尾巴摆出心形
overgrown,杂草丛生
kishibe_rohan,岸边露伴
garden,花园
fish_hair_ornament,鱼形发饰
aqua_shirt,水蓝色衬衫
yellow_skin,黄色皮肤
hand_puppet,手上套着玩偶
yagasuri,箭羽纹
plant_girl,娘化植物
flame_print,火焰图案
arm_wrap,袖套
spiked_club,狼牙棒
halberd,戟
okamisty,尤指米斯蒂娅·萝蕾拉的形象
magnifying_glass,放大镜
drying,弄干（浴后）
camcorder,摄像机
helicopter,直升机
hanging,吊起来的
untying,解开的
poke_ball_print,精灵球图案
mouth_veil,面纱
buttjob,臀交
artoria_pendragon_(swimsuit_ruler)_(fate),泳装狮子王（fate）
used_tissue,用过的纸巾
holding_shoes,拿着鞋子
wiping_tears,擦眼泪
morning,早晨
invisible_penis,隐去阴茎
fujibayashi_kyou,藤林杏
horns_through_headwear,为角留了洞的头饰
vibrator_under_panties,塞着跳蛋且穿着内裤
striped_kimono,条纹和服
oral_invitation,迎接射精而伸出舌头
holding_innertube,拿着泳圈
spanking,打屁股
santa_boots,圣诞老人靴
mechanization,机械化
donation_box,募捐箱
spirit,还魂|伴灵|精神体
makizushi,海苔卷寿司
back-seamed_legwear,袜缝
ovum,卵子
handkerchief,手帕
timestamp,时间戳
bowl_cut,蘑菇头|锅盖头|西瓜头
ass_cutout,露出屁股的服饰
alternate_skin_color,与原设不同肤色变化
column,柱子
tree_stump,树桩
side-tie_leotard,侧边系带连身衣
dirndl,阿尔卑斯村姑裙
cropped_vest,小款背心
open_window,打开的窗户
crane_(machine),起重机
expressive_hair,富有表现力的头发
mole_on_neck,脖子上有痣
lipstick_mark,口红印
konjiki_no_yami,金色之暗
inflation,隆起的腹部
thigh_pouch,腿上绑着工具包
shiba_inu,柴犬
neck,脖子
molestation,性骚扰
spread_toes,张开脚趾
party_hat,派对帽
jersey,运动衫
window_shade,透过窗户照进来的光
raised_fist,举起的拳头
curtsey,（女子的）屈膝礼
onmyouji,阴阳师
harem_pants,灯笼裤
hand_on_another's_stomach,手放在对方的肚子上
pavement,路面
gym_storeroom,体育仓库
gamepad,游戏手柄
utility_belt,战术皮带
skyline,天际线
pet_play,宠物play
yu-gi-oh!_arc-v,游戏王ARC-V
kamio_misuzu,神尾观铃
doughnut_hair_bun,甜甜圈发髻
ribbed_bodysuit,棱纹紧身衣
excessive_pubic_hair,极浓密的阴毛
expressive_clothes,富有表现力的衣服
triforce,三角神力
baguette,法国面包
omurice,蛋包饭
monkey_ears,猴耳
spell_card,符卡
brown_kimono,棕色和服
beige_sweater,米色毛衣
alternate_weapon,与原设不同武器变化
treasure_chest,宝箱
stone_lantern,石灯笼
radio,收音机
furukawa_nagisa,古河渚
failure_penguin,失败的企鹅
polka_dot_swimsuit,圆斑泳衣
pointless_condom,有套子但还是内射了
brushing_teeth,刷牙
sangvis_ferri,铁血工造（少女前线）
39,初音未来
micro_panties,布料很少的内裤
fake_facial_hair,假胡须
coca-cola,可口可乐
nanairogaoka_middle_school_uniform,七色丘中学校服
excessive_cum,超大的射精量
tatsumi_kanji,巽完二
takoyaki,章鱼烧
pink_sailor_collar,粉色水手领
dakimakura_(object),抱枕（物体）
orange_sailor_collar,橙色水手领
holding_helmet,拿着头盔
carrying_under_arm,夹在腋下
tapir_tail,貘尾
propeller,螺旋桨
yellow_wings,黄色的翅膀
kanji,汉字
fujiwara_chika,藤原千花
countdown,倒计时
ajirogasa,笠帽
bear_print,熊印花
oversized_shirt,过大号衬衫
tribal,部落
short_jumpsuit,短裤腿连体衣
baseball_mitt,棒球手套
glomp,热情的拥抱|扑上来抱住
globe,地球仪
talking_on_phone,打电话
happi,法被
priest,牧师
fighter_jet,战斗机
forehead-to-forehead,额头贴额头
impaled,被刺穿的
elin,艾琳族
cat_teaser,逗猫
shin_guards,胫甲
leg_between_thighs,腿顶在大腿之间
spread_pussy_under_clothes,隔着衣物掰穴
no_testicles,没画睾丸
blue_headband,蓝色头巾
lotion_bottle,乳液瓶子
hauchiwa,天狗叶扇
blonde_pubic_hair,金色阴毛
pink_pants,粉色裤子
overcoat,大衣
italian_flag,意大利国旗
alice_margatroid_(pc-98),爱丽丝·玛格特罗依德（PC-98）
naked_kimono,裸体且穿着和服
mixing_bowl,拌料盆
debt,负债的
screen,屏幕
novel_cover,小说封面
diving_mask_on_head,头戴潜水面罩
sheet_music,乐谱
twincest,双胞胎调情|双胞胎乱伦
snorkel,潜水设备的通气管
yes-no_pillow,Yes|No枕头
kimono_skirt,和服裙
incoming_food,递食物
u.a._school_uniform,雄英高中校服
holding_leaf,拿着叶子
clock_tower,钟楼
red_hood,红帽
nike,耐克
black_theme,黑色主题
twitching,抽搐
april_fools,愚人节
tropical_drink,热带饮料|热带风情鸡尾酒
ribbed_sleeves,棱纹袖子
flip_phone,翻盖手机
kettle,水壶
potion,药水
crosswalk,人行横道
lube,润滑油
drawing_bow,拉弓
humiliation,羞耻play|羞辱
slapping,掌掴
plaid_panties,格子呢内裤
thrusters,推进器
intravenous_drip,静脉滴注
orange_slice,片橙
cheering,助威
log,枯树干
jojo_pose,JOJO立
print_bra,印花胸罩
plaid_pants,格子呢裤子
breathing_fire,喷火
brown-framed_eyewear,棕色镜框眼镜
origami,折纸
lily_of_the_valley,铃兰
leather_gloves,皮手套
frottage,摩擦性器官|用性器官摩擦别人的身体
nippleless_clothes,能露出乳头的衣物
soccer,足球运动
cleaning,打扫
scooter,小型摩托车
poker_chip,扑克筹码
tail_grab,抓着尾巴
cow,牛
yes,对
tail_between_legs,尾巴夹腿间
stream,流动的
unitard,弹力紧身衣
full-package_futanari,有完整两性器官的扶她
goblin,哥布林
steampunk,蒸汽朋克
hatsune_miku_(cosplay),cos成初音未来
bird_on_shoulder,肩上的鸟
tohno_akiha,远野秋叶
sleeveless_hoodie,无袖连帽衫
striped_shorts,条纹短裤
gloves_removed,脱下手套
cup_ramen,杯面
torn_panties,破损的内裤
shoelaces,鞋带
pokedex_number,宝可梦图鉴编号
hand_net,手里拿着捕虫网
clitoris_piercing,阴核环
camellia,山茶花
altera_(fate),阿提拉（Fate）
deer,鹿
android_21,人造人21号
stove,灶台
single_strap,单边有肩带
bad_perspective,错误的（画法）透视
hands_on_feet,双手放在脚上
hamaya,破魔矢
cat_on_head,头上趴着猫
balancing,（保持）平衡的姿势
alphes_(style),阿尔卑斯风格
new_school_swimsuit,新式死库水
sponge,海绵|搓澡棉
ankle_strap,脚踝丝环
shinda_sekai_sensen_uniform,死后世界战线制服
eggplant,茄子
yordle,约德尔人
polka_dot_legwear,圆斑裤袜
werewolf,狼人
pink_collar,粉项圈
bad_end,坏结局
phonograph,留声机
traditional_clothes,传统服装|民族服装
atalanta_(fate),阿塔兰塔（fate）
lace-trimmed_sleeves,蕾丝边袖子
latex_gloves,乳胶手套
desk_lamp,台灯
brown_hairband,棕色发带
bookmark,书签
bolo_tie,波洛领带
severed_head,断下来的头
fur-trimmed_skirt,毛皮镶边短裙
alisa_ilinichina_amiella,亚莉莎·伊莉妮提娜·阿米耶拉
panties_on_head,头上套着内裤
kirin_(armor),麒麟套
kadotani_anzu,角谷杏
skateboard,滑板
single_pantsleg,单边长裤
kourindou_tengu_costume,香霖堂天狗装束
gold_armor,黄金盔甲
german_flag,德国国旗
breast_conscious,对胸部在意
boots_removed,脱下的靴子
araragi_koyomi,阿良良木历
blue_horns,蓝色的角
pokemon_on_shoulder,肩上的口袋妖怪
undone_necktie,解开领带
high_kick,高踢|高抬腿
todoroki_shouto,轰焦冻
picnic_basket,野餐篮
paper_airplane,纸飞机
tablecloth,台布
siege_(arknights),推进之王（明日方舟）
age_regression,幼化
shinai,竹刀
hat_tip,捏着帽檐
whispering,讲悄悄话
runes,符文
perpendicular_paizuri,垂直位乳交
friends,朋友
sunscreen,防晒霜
doctor,医生
club_(shape),梅花（扑克）
kigurumi,玩偶装
cocktail_dress,（社交场合穿的）短裙
soup,汤
no_gloves,去掉了（原设有的）手套
nearly_naked_apron,只穿着内衣（或泳衣）和围裙
kimono_pull,剥开和服
teamwork,团队合作|多名女性服侍
sex_machine,机械奸
curry_rice,咖喱饭
aqua_panties,水蓝色内裤
lace-trimmed_skirt,蕾丝边短裙
flashback,回忆场景
slap_mark,掌印
ryona,被重度（性）虐待的女性
pants_rolled_up,卷起裤脚
kirijou_mitsuru,桐条美鹤
odd_one_out,有个异类
duffel_coat,粗呢大衣
dark_penis,深色的阴茎
pravda_school_uniform,真理学院校服
stepped_on,踩着
impossible_swimsuit,人体彩绘般的泳衣
green_bodysuit,绿色紧身衣
teruterubouzu,晴天娃娃
athletic_leotard,体操服
teireida_mai,丁礼田舞
dust_cloud,烟尘
tohsaka_tokiomi,远坂时臣
real_world_location,画有现实世界地标
pie,馅饼
peeping,偷窥（强调视角）
sausage,香肠
grey_bikini,灰色比基尼
plaid_neckwear,格子呢领子
papakha,高加索元素
molten_rock,熔岩
burnt_clothes,烧焦的衣服
brown_bikini,棕色比基尼
tomoeda_elementary_school_uniform,友枝小学校服
gathers,褶裥（衣物）
furutani_himawari,古谷向日葵
bartender,酒保
daidouji_tomoyo,大道寺知世
alpaca_suri_(kemono_friends),苏利羊驼（动物朋友）
sick,病
harp,竖琴
fingering_through_clothes,手指隔着衣物摸来摸去
wading_pool,充气泳池
christmas_lights,圣诞彩灯
flustered,慌乱的
cellphone_picture,手机相片
bath_yukata,浴衣
watermelon_bar,西瓜棒
sunflower_hair_ornament,向日葵发饰
amanogawa_kirara,天之川绮罗
tent,帐篷
mismatched_pubic_hair,头发和阴毛颜色不一
kanabou,鬼金棒
acrylic_paint_(medium),丙烯颜料|亚克力画风
angel_and_devil,天使与恶魔
fake_mustache,假胡子
striped_sweater,条纹毛衣
ladybug,瓢虫
split_screen,分屏
wheelchair,轮椅
suspended_congress,火车便当式体位
holographic_interface,全息投影
asymmetrical_horns,不对称的角
wig,假发
naked_bandage,裸体且裹着绷带
milking_machine,挤奶器
sandals_removed,脱下凉鞋
hawaiian_shirt,夏威夷衫
year_of_the_rat,鼠年
inset,插入其他镜头或图片
fireplace,壁炉
winged_footwear,带翅膀的鞋子
cheek_bulge,鼓着腮帮
ribbed_leotard,棱纹连身衣
tiered_tray,分层托盘架
living_clothes,活体衣服
ema,绘马
tulip,郁金香
rook_(chess),战车（国际象棋）
machine,机械
fake_wings,仿造的翅膀
animal_hug,抱着动物
on_vehicle,在交通工具上
native_american,印第安人
tempura,天妇罗
open_robe,敞开长袍
ankh,安库（假面骑士OOO）
pasta,意大利面食
giving_up_the_ghost,灵魂出窍
yellow_bodysuit,黄色紧身衣
hands_on_another's_cheeks,双手放在对方的脸颊上
uvula,小舌头|口盖垂|悬雍垂
crate,大木箱
tengu,天狗
ferris_wheel,摩天轮
anila_(granblue_fantasy),阿妮拉（碧蓝幻想）
torn_scarf,破损的围巾
cum_on_self,射在自己身上
potato,土豆
opening_door,开门
kanroji_mitsuri,甘露寺蜜璃
belt_boots,皮带靴
hooded_track_jacket,连帽运动夹克
kesa,袈裟
pink_coat,粉色外套
full-length_zipper,有整件衣物长的拉链
fountain,喷泉
laser,激光
assam_(girls_und_panzer),阿萨姆（少女与战车）
art_brush,画笔
two-tone_hairband,双色发带
snail,蜗牛
leather_boots,皮靴
abe_nana,安部菜菜
through_wall,壁尻
large_wings,大翅膀
chest_of_drawers,抽屉
hitting,击打
arm_blade,手臂刀刃
load_bearing_vest,承重背心
crystal_hair,水晶状的头发
neckwear_grab,抓着颈部的衣服
honeycomb_(pattern),蜂窝风格图案
holding_pillow,抱着枕头
bus_stop,公交站
brown_panties,棕色内裤
breast_expansion,丰胸
white_mage,白魔道士
ballerina,芭蕾舞女演员
voyeurism,窥阴癖
bishop_(chess),主教（国际象棋）
hand_on_shoulder,手放在肩上
plate_armor,板甲
park,公园
leopard_tail,豹尾
theft,盗窃
chalk,粉笔
anilingus,肛吻|舔肛门
wrestling_ring,摔角场
hands_on_ass,双手放在屁股上
lizard_tail,蜥蜴尾巴
battle_axe,战斧
ready_to_draw,准备拔刀的姿势
newhalf,人妖
grey_ribbon,灰色丝带
bikesuit,骑行套装
vibrator_in_thighhighs,跳蛋开关在过膝袜里
silver_trim,银色镶边
flashlight,手电筒
orange_panties,橙色内裤
laundry,洗衣店
island,岛屿
heartbeat,心跳|表现出心动的文字
ketchup,番茄酱
dark_aura,黑暗的光环|黑暗的气场
ammunition_belt,弹药带
unicorn,独角兽
uchikake,白无垢|日式嫁衣
archery,射箭
petals_on_liquid,水面上漂着花瓣
disgust,厌恶
fuuin_no_tsue,封印之杖
bat_ears,蝙蝠耳朵
motherly,母性
ruler,尺子
cropped_shoulders,肩下剪裁
konohagakure_symbol,木叶村标志
grimoire,魔法书
lace-trimmed_gloves,蕾丝边手套
soda_bottle,汽水瓶
gift_bag,礼品袋
queen_(chess),皇后（国际象棋）
ootachi,大太刀|野太刀
french_text,法文
drum_(container),桶（容器）
cactus,仙人掌
oven_mitts,隔热手套
implied_yuri,暗示其是女同性恋
grey_sleeves,灰色袖子
blue_armor,蓝色盔甲
round_window,圆窗
legs_over_head,双腿抬过头
cat_day,猫之日
ballet_slippers,芭蕾舞鞋
vaulting_horse,跳马（器材）
luggage,行李
battle_rifle,战术步枪
back_focus,背后焦点
torn_jeans,破损的牛仔裤
rising_sun,旭日旗
adjusting_legwear,整理裤袜
test_plugsuit,EVA驾驶服试作款
comparison,对比图
abuse,虐待
sundae,圣代
shared_bathing,共浴|鸳鸯浴
coffin,棺材
upshorts,从裙底瞥
toilet_use,上厕所
multiple_monochrome,多个单色结构拼接成的
consensual_tentacles,非强行的触手侵犯
soap_censor,肥皂泡马赛克
flock,悠远|恢弘感|一大群
weight_conscious,人物在意体重
title_parody,模仿标题风格
chat_log,聊天框风格
berserker_(fate/zero),狂兰|狂阶兰斯洛特
honey,蜂蜜
boar,猪
strap_lift,往上掰衣物的吊带
armin_arlert,阿尔敏·阿诺德
climbing,攀爬
shell_bikini,贝壳比基尼
dumbbell,哑铃
buruma_pull,褪下一部分的内裤
liquid_hair,液态头发
chimney,烟囱
tanzaku,长条诗笺
heart-shaped_lock,心形锁
covering_ass,遮着臀部
ammunition,弹药
split_ponytail,尾部散开的单马尾发型
pennant,三角旗
red_neckwear,红色领子
keizoku_military_uniform,继续高中军服
butterfly_net,捕虫网
aestus_estus,原初之火（武器）
wall_of_text,文字背景
chocolate_on_breasts,胸上的巧克力
weighing_scale,秤
steering_wheel,方向盘
anchor_print,锚形印花
swim_cap,泳帽
saunders_military_uniform,桑德斯军装
looking_at_breasts,瞄着乳房
spoken_object,会话气泡里出现指代物
birthmark,胎记
torn_swimsuit,破损的泳衣
cooler,冷藏器
champagne,香槟
back-print_panties,背面印花的内裤
ass_support,托着屁股
ashford_academy_uniform,阿什福特学院制服
washing,洗涤
screwdriver,螺丝刀
spreader_bar,分腿捆绑杆
onbashira,御柱
cum_on_pussy,射在阴部上
reindeer,驯鹿
pinching_sleeves,掐袖子
legs_folded,大腿小腿折起来
light_censor,圣光
hanetsuki,板羽球
decepticon,霸天虎
no_lineart,几乎没用勾线的画
button_eyes,纽扣式画法的眼睛
anal_hair,肛毛
master_sword,大师之剑
fukuzawa_yumi,福泽祐巳
fish_print,鱼形印花
torn_leotard,破损的连身衣
tearing_clothes,撕破衣服
phallic_symbol,用来暗示阴茎
k/da_(league_of_legends),KDA组合（英雄联盟）
drum_set,架子鼓
bow_legwear,带蝴蝶结的裤袜
borrowed_design,借鉴的设计
pink_wings,粉色翅膀
morning_glory,牵牛花
tennis_ball,网球
ashido_mina,芦户三奈
angel_(kof),安琪儿（拳皇）
picnic,野餐
lighter,打火机
beans,豆
dropping,（意外）掉落
katou_asuka,加藤明日香
fume,气得冒烟（含一定漫画元素）
aria_company_uniform,亚利亚公司制服
clothes,衣服
america_(hetalia),阿尔弗雷德·F·琼斯
fake_cover,（同人向玩梗向的）封面
wakizashi,日本短剑|介错刀
squidbeak_splatoon,乌贼军团（喷射战士）
azura_(fire_emblem),阿库娅（火焰之纹章）
doily,花边元素
cutting_board,砧板
guitar_case,吉他套
angora_rabbit,安哥拉兔
loungewear,休闲服
bus,公共汽车
strawberry_hair_ornament,草莓发饰
pill_earrings,药丸样式的耳环
hairjob,发交
comforting,安慰
duster,掸子
thai_text,泰文
party_popper,派对拉炮
combat_boots,军用靴
yellow_apron,黄色围裙
training_bra,运动内衣
grocery_bag,购物袋
survey_corps_(emblem),调查兵团徽章
pink_hakama,粉色袴
telescope,望远镜
katou_megumi,加藤惠
summer_festival,夏祭
headless,无头
bored,无聊的
soda,汽水
sharp_toenails,锐利的脚趾甲
spit_take,惊讶或无语到喷了
head_down,低着头
erect_clitoris,膨胀的阴核
pilot,驾驶员
vore,丸吞
messenger_bag,邮差包
poke_ball_theme,精灵球主题
cross_print,十字架元素图案
yarn,毛线
stealth_sex,隐奸
lute_(instrument),琵琶（乐器）
katsuragi_misato,葛城美里
hospital_bed,病床
snack,小吃|零食
guided_breast_grab,把对方的手抓过来摸自己的胸
necktie_grab,抓着领带
upshirt,从衬衫下方瞥
radiation_symbol,辐射符号
wetsuit,潜水服
motorcycle_helmet,摩托头盔
extra_mouth,有多张嘴巴
shuujin_academy_uniform,秀尽学院制服
nintendo_ds,任天堂ds
torn_gloves,破损的手套
tonfa,东方棍
thermometer,体温计
pointy_footwear,尖头鞋
kamikita_komari,神北小毬
tantou,短刀
rocket,火箭
panzerkampfwagen_iv,四号战车
noh_mask,能面
kishinami_hakuno_(female),岸波白野
poster_(medium),媒体
diaper,尿布
kaijuu,怪兽
hair_flip,拨头发
player_2,2P玩家角色风格颜色替换
multiple_braids,多股（麻花）辫
st._gloriana's_(emblem),圣葛罗莉安娜女学园校徽
holding_stylus,手持手写笔
canvas_(object),画布
belly_grab,捏着肚子
asa_no_ha_(pattern),麻叶纹
hot_dog,热狗
under_kotatsu,钻进被炉的
yellow_leotard,黄色连身衣
star_of_david,六芒星
cocktail,鸡尾酒
akali,阿卡丽
sand_sculpture,沙雕
cowboy_boots,牛仔靴
snake_hair,蛇发
in_cup,（角色）在杯子里
broken_weapon,破碎的武器
applying_makeup,化妆
ugly_man,丑男
naked_overalls,裸体工作服
asian,亚洲人
good_end,好结局
corn,玉米
troll_face,嚣张脸|幸灾乐祸
king_(chess),国王（国际象棋）
tools,工具
off-shoulder_jacket,露肩夹克
bc_freedom_military_uniform,BC自由学园制服
saiyan_armor,战斗服（龙珠）
reins,缰绳
lactation_through_clothes,隔着衣服泌乳
kitazawa_shiho,北泽志保
war,战争
vanishing_point,远景透视画法
thread,线（物体）
sailor_senshi,美少女战士
easel,画架
telstar,泰事达牌足球
dudou,肚兜
facepalm,以手掩面
cd,光碟
frogtie,青蛙捆绑
anzio_military_uniform,安齐奥军服
toast_in_mouth,叼着面包
square_4koma,方块四格漫画
ink_tank_(splatoon),颜料罐（喷射战士）
hoop,铁环
duel_academy_uniform_(yu-gi-oh!_gx),决斗学院制服（游戏王GX）
zabuton,褥垫
green_hakama,绿色的袴
wood,木材
traditional_chinese_text,繁体字
hat_over_one_eye,帽子遮住了一只眼
ear_biting,咬耳朵
corded_phone,有线电话
saotome_alto,早乙女阿尔特
drying_hair,弄干头发
print_headwear,印花头饰
eye_of_horus,荷鲁斯之眼
blank_stare,无主的眼神
pet_bowl,宠物碗
white_tiger,白虎（动物）
toilet_paper,厕纸
socks_removed,脱袜子
pornography,色情刊物|色情片
multicolored_cape,多色款斗篷
snowball,雪球
screw,螺丝钉
tentacles_under_clothes,衣服下的触手
araragi_karen,阿良良木火怜
raimon_soccer_uniform,雷门足球队服
pier,突码头
folding_chair,折叠椅
rice_on_face,脸上沾着米饭
double_vertical_stripe,服饰上有两条平行条纹
dark_areolae,深色的乳晕
bubble_tea_challenge,不用手喝珍珠奶茶挑战
from_outside,室外看向室内（的镜头）
chef_uniform,厨师工装
bandolier,子弹带
keystone,要石
white_serafuku,白色水手服
slashing,砍
shopping,购物
fleur_de_lapin_uniform,点兔女仆装
voile,薄纱|巴里纱
purple_scrunchie,紫色发束
alphonse_elric,阿尔冯斯·艾尔利克
popcorn,爆米花
nanodesu_(phrase),nanodesu（口癖）
katsura_hinagiku,桂雏菊
hanten_(clothes),袢缠
multiple_riders,多人骑着车
telekinesis,念力
single_boot,一只脚没穿靴子
skirt_basket,指掀起裙子时形成的篮子形状
floating_island,浮岛
animal_on_lap,膝盖上有动物
saber_(weapon),军刀（武器）
purple-framed_eyewear,紫框眼镜
flying_kick,飞踢
naked_scarf,裸体且裹着围巾
dotted_line,虚线
anjou_naruko,安城鸣子
wrist_wrap,护腕（布类）
cleaver,砍肉刀
vertical-striped_bikini,竖条纹比基尼
team_9,⑨之组
bokken,木剑
baiken,梅喧
rainbow_hair,彩虹发
lowleg_pants,低腰裤子
kine,杵
character_censor,用人脸打码
red_border,红色边框
dandelion,蒲公英
japari_bun,加帕里馒头
dvd_cover,DVD封面
foam,泡沫
arthur_pendragon_(fate),旧剑（fate）
pushing,推搡
falchion_(fire_emblem),法尔西昂（火焰之纹章）
brick,砖
assassin_(fate/zero),暗杀者（fate|zero）
amulet,护身符
tokisadame_school_uniform,时定高校校服
barefoot_sandals,裸足凉鞋
porch,门廊
aragaki_ayase,新垣绫濑
stain,污渍
triple_penetration,三穴同插
henshin,变身
hanbok,朝鲜服饰
diamond_(gemstone),钻石（宝石）
aquarium,水族馆
unzipping,拉开拉链（动作）
fujisaki_chihiro,不二咲千寻
peace_symbol,☮（东方仗助衣服上有）
houndstooth,千鸟格纹
searchlight,探照灯
noose,套索
child_drawing,儿童画作
backpack_removed,卸下的包
hourglass,沙漏
crystal_ball,水晶球
bamboo_steamer,蒸笼
seaweed,海藻
tohno_shiki,远野志贵
icing,糖霜
strawberry_panties,草莓内裤
akanbe,拉下眼睑的鬼脸
yarn_ball,毛线球
striped_hoodie,条纹连帽衫
anglerfish,鮟鱇
drugs,药物
cute_&_girly_(idolmaster),cute&girly （偶像大师）
purple_hakama,紫色的袴
ass_shake,晃屁股
ankle_wrap,脚踝套
crystal_earrings,水晶耳环
bandaid_on_forehead,额头贴着创可贴
oda_uri,钉宫信长
bayonet,刺刀
antique_firearm,旧式火器
kousaka_kyousuke,高坂京介
penguin_hood,企鹅帽
fur_boots,矮跟休闲皮草靴
doujima_nanako,堂岛菜菜子
holding_pizza,拿着披萨
lace-trimmed_hairband,蕾丝边发带
guided_penetration,抓住男性器插入自己
aisha_landar,艾尔莎·兰达
valkyrie,女武神
smoking_gun,枪口冒烟
saddle,马鞍
blowing,吹
green_wings,绿色翅膀
audience,观众
waiter,服务员
convenience_store,便利店
america,美国
recorder,竖笛
public_use,公用|肉便器|公交车
dress_removed,脱下裙子
hishaku,舀子
grey_theme,灰色
nursing_handjob,喂奶手交
bernadetta_von_varley,贝尔娜提塔
coke-bottle_glasses,厚如玻璃瓶底的圆眼镜
hologram,全息图片
traffic_cone,路障
themed_object,突出主题
polka_dot_scrunchie,圆斑发束
objectification,物品化
airship,飞艇
playing,在玩耍的
lei_lei,泪泪
heads-up_display,状态条（游戏和科幻风格）
food_stand,食品摊
bass_clef,低音符
araki_hirohiko_(style),荒木飞吕彦风
tenjouin_asuka,天上院明日香
puff_and_slash_sleeves,斜纹泡泡袖
jeweled_branch_of_hourai,蓬莱玉枝
melon_bread,菠萝包
clothes_between_breasts,衣服勒在乳沟里
annie_leonhardt,亚妮·雷恩哈特
aino_megumi,爱乃惠
double_dildo,双头龙
hands_on_own_stomach,双手放在自己的肚子上
round-bottom_flask,圆底烧瓶
anna_(frozen),安娜（冰雪奇缘）
black_umbrella,黑色的伞
adapted_uniform,改装制服
mahjong_tile,麻将牌
wringing_clothes,拧干衣服
net,网
aozaki_aoko,苍崎青子
easter_egg,复活节彩蛋
virgin_killer_outfit,处男杀手服
kimono_lift,掀起和服
arachne,蜘蛛属性
cutting_hair,剪头发
alisa_(girls_und_panzer),亚理纱（少女与战车）
dirty_feet,弄脏的脚
lighthouse,灯塔
crazy,疯狂
grave,坟墓
wa_lolita,和风萝莉
ayane_(doa),绫音（死或生）
tsab_ground_military_uniform,时空管理局军服
sparrow,麻雀
hat_with_ears,自带耳朵的帽子
cropped_arms,手臂下剪裁
aki_(girls_und_panzer),小秋（少女与战车）
screentones,网点
hair_cubes,捆发珠
art_nouveau,新艺术运动（慕夏）
alastor_(shakugan_no_shana),天壤劫火·亚拉斯特尔
futasub,干扶她|玩弄扶她
panty_lift,把内裤往上扯
golf_club,高尔夫俱乐部
wheelbarrow,独轮小推车
looking_through_legs,通过腿看
acoustic_guitar,原声吉他
star_pasties,星形乳贴
breast_poke,戳胸
kotoyoro,新年问候
holding_breath,憋气
training_corps_(emblem),训练兵团徽章
heart_lock_(kantai_collection),舰娘锁（舰C）
grill,烤架
storefront,店面
naked_tabard,裸体且穿着搭肩衫
lyrics,歌词
alternate_wings,与原设不同翅膀
tire,轮胎
pravda_military_uniform,真理学院军装
akashi_(azur_lane),明石|明石（碧蓝航线）
witch_(madoka_magica),魔女（魔法少女小圆）
skirt_flip,被掀起裙子（含突发情况意义）
chi-hatan_military_uniform,知波单学院制服
breast_padding,胸垫
urethral_insertion,尿道插入
shoulder_holster,肩带式枪套
how_to,画法示范
dragging,角色在拖某物
hidden_face,没有露脸|被挡住的脸
squinting,瞇眼
spaghetti,意大利面
himejima_akeno,姬岛朱乃
eva_02,二号机
dressing_another,着装
masochism,抖M
penis_in_panties,阴茎勾着内裤
color_trace,原画
m1911,m1911型枪
hand_under_shirt,手伸进衬衫下面
riyo_(lyomsnpmp)_(style),リヨ画风
parka,风雪外套
catchphrase,标志性台词
armpit_cutout,衣服有能露出腋下的开口
angela_balzac,安吉拉·巴尔扎克（乐园追放）
jaguar_tail,美洲豹尾巴
tutu,芭蕾舞裙
thermos,魔法瓶
sling,枪支的吊带
corrin_(fire_emblem)_(male),神威（男）
season_connection,同季度动画角色模仿
multiple_legs,多足角色
anchor_choker,锚形项圈
surcoat,苏尔外套
anegasaki_nene,姐崎宁宁
asahina_mirai,朝日奈未来
ganguro,黑皮辣妹
no_blindfold,去掉了（原设有的）蒙眼要素
karaoke,卡拉OK
eyepatch_removed,摘眼罩
german_flag_bikini,德国国旗比基尼
bath_stool,浴凳
hands_on_hilt,双手搭在刀柄上
rounded_corners,背景或画框是圆角
group_name,团队名|组名
ehoumaki,惠方卷
araragi_tsukihi,阿良良木月火
inline_skates,直排轮溜冰鞋
cat_costume,猫系服装
no_eyepatch,去掉了（原设有的）眼罩
character_signature,含该角色的签名
blank_speech_bubble,空话泡泡
super_soaker,超级水枪
nipple_clamps,乳头夹
hand_gesture,做手势
green_tea,绿茶
boa_hancock,海贼女帝波雅·汉库克
yumi_(senran_kagura),雪泉（闪乱神乐）
bib,围兜
